date,region,channel,category,product,units,unit_price,discount_pct,revenue,unit_cost,cost,gross_profit
2026-03-23,UK & Ireland,Online,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2026-03-24,APAC,In-store,Beauty & Wellness,Collagen Powder,8,34.99,0.0,279.92,14.0,112.0,167.92
2026-03-24,APAC,Online,Electronics,Smart Speaker,8,49.99,0.25,299.94,34.99,279.92,20.02
2026-03-24,EMEA,In-store,Apparel,Wool Socks 3-pack,3,14.99,0.2,35.98,6.0,18.0,17.98
2026-03-24,EMEA,Online,Apparel,Denim Jacket,3,69.99,0.25,157.48,34.99,104.97,52.51
2026-03-24,EMEA,Online,Media & Entertainment,Vinyl Record,3,27.99,0.1,75.57,16.79,50.37,25.2
2026-03-24,LATAM,In-store,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2026-03-24,LATAM,Online,Beauty & Wellness,Vitamin C Serum,2,29.99,0.2,47.98,10.5,21.0,26.98
2026-03-24,LATAM,Online,Home & Kitchen,Coffee Grinder,5,39.99,0.0,199.95,23.99,119.95,80.0
2026-03-24,North America,In-store,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2026-03-24,North America,In-store,Electronics,Wireless Earbuds,8,79.99,0.0,639.92,51.99,415.92,224.0
2026-03-24,North America,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2026-03-24,UK & Ireland,In-store,Apparel,Wool Socks 3-pack,5,14.99,0.0,74.95,6.0,30.0,44.95
2026-03-24,UK & Ireland,In-store,Electronics,USB-C Charger,9,19.99,0.0,179.91,10.99,98.91,81.0
2026-03-24,UK & Ireland,Online,Electronics,Smart Speaker,2,49.99,0.1,89.98,34.99,69.98,20.0
2026-03-24,UK & Ireland,Online,Home & Kitchen,Coffee Grinder,2,39.99,0.0,79.98,23.99,47.98,32.0
2026-03-25,APAC,In-store,Apparel,Wool Socks 3-pack,5,14.99,0.25,56.21,6.0,30.0,26.21
2026-03-25,APAC,In-store,Home & Kitchen,Coffee Grinder,2,39.99,0.0,79.98,23.99,47.98,32.0
2026-03-25,APAC,In-store,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2026-03-25,APAC,Online,Apparel,Wool Socks 3-pack,8,14.99,0.15,101.93,6.0,48.0,53.93
2026-03-25,APAC,Online,Beauty & Wellness,Collagen Powder,6,34.99,0.15,178.45,14.0,84.0,94.45
2026-03-25,EMEA,In-store,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2026-03-25,LATAM,In-store,Home & Kitchen,Coffee Grinder,2,39.99,0.0,79.98,23.99,47.98,32.0
2026-03-25,LATAM,In-store,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2026-03-25,LATAM,Online,Apparel,Running Tee,3,24.99,0.0,74.97,11.25,33.75,41.22
2026-03-25,LATAM,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.0,59.99,32.99,32.99,27.0
2026-03-25,LATAM,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.2,63.98,29.99,59.98,4.0
2026-03-25,North America,In-store,Beauty & Wellness,Collagen Powder,10,34.99,0.0,349.9,14.0,140.0,209.9
2026-03-25,North America,In-store,Beauty & Wellness,Vitamin C Serum,6,29.99,0.0,179.94,10.5,63.0,116.94
2026-03-25,North America,Online,Apparel,Running Tee,12,24.99,0.0,299.88,11.25,135.0,164.88
2026-03-25,North America,Online,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2026-03-25,North America,Online,Home & Kitchen,Air Fryer,5,89.99,0.0,449.95,62.99,314.95,135.0
2026-03-25,North America,Online,Media & Entertainment,Vinyl Record,1,27.99,0.0,27.99,16.79,16.79,11.2
2026-03-25,UK & Ireland,In-store,Beauty & Wellness,Collagen Powder,9,34.99,0.0,314.91,14.0,126.0,188.91
2026-03-25,UK & Ireland,In-store,Home & Kitchen,Air Fryer,5,89.99,0.0,449.95,62.99,314.95,135.0
2026-03-26,APAC,In-store,Beauty & Wellness,Electric Toothbrush,1,59.99,0.0,59.99,32.99,32.99,27.0
2026-03-26,EMEA,In-store,Beauty & Wellness,Collagen Powder,7,34.99,0.0,244.93,14.0,98.0,146.93
2026-03-26,EMEA,In-store,Electronics,Smart Speaker,5,49.99,0.0,249.95,34.99,174.95,75.0
2026-03-26,EMEA,In-store,Electronics,USB-C Charger,5,19.99,0.1,89.95,10.99,54.95,35.0
2026-03-26,EMEA,Online,Beauty & Wellness,Collagen Powder,5,34.99,0.0,174.95,14.0,70.0,104.95
2026-03-26,LATAM,Online,Apparel,Wool Socks 3-pack,5,14.99,0.15,63.71,6.0,30.0,33.71
2026-03-26,LATAM,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2026-03-26,North America,In-store,Electronics,USB-C Charger,10,19.99,0.0,199.9,10.99,109.9,90.0
2026-03-26,North America,In-store,Media & Entertainment,Blu-ray Box Set,2,39.99,0.1,71.98,29.99,59.98,12.0
2026-03-26,North America,Online,Apparel,Wool Socks 3-pack,7,14.99,0.1,94.44,6.0,42.0,52.44
2026-03-26,North America,Online,Electronics,USB-C Charger,14,19.99,0.0,279.86,10.99,153.86,126.0
2026-03-27,APAC,In-store,Apparel,Wool Socks 3-pack,8,14.99,0.1,107.93,6.0,48.0,59.93
2026-03-27,APAC,In-store,Home & Kitchen,Air Fryer,6,89.99,0.1,485.95,62.99,377.94,108.01
2026-03-27,APAC,In-store,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2026-03-27,APAC,In-store,Media & Entertainment,Blu-ray Box Set,1,39.99,0.25,29.99,29.99,29.99,0.0
2026-03-27,APAC,Online,Home & Kitchen,Coffee Grinder,2,39.99,0.0,79.98,23.99,47.98,32.0
2026-03-27,EMEA,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2026-03-27,EMEA,Online,Apparel,Running Tee,5,24.99,0.0,124.95,11.25,56.25,68.7
2026-03-27,EMEA,Online,Beauty & Wellness,Collagen Powder,10,34.99,0.0,349.9,14.0,140.0,209.9
2026-03-27,EMEA,Online,Electronics,Wireless Earbuds,9,79.99,0.0,719.91,51.99,467.91,252.0
2026-03-27,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,5,59.99,0.0,299.95,32.99,164.95,135.0
2026-03-27,LATAM,In-store,Home & Kitchen,Air Fryer,3,89.99,0.2,215.98,62.99,188.97,27.01
2026-03-27,LATAM,Online,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2026-03-27,North America,In-store,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2026-03-27,North America,Online,Home & Kitchen,Air Fryer,5,89.99,0.0,449.95,62.99,314.95,135.0
2026-03-27,UK & Ireland,In-store,Apparel,Running Tee,2,24.99,0.0,49.98,11.25,22.5,27.48
2026-03-27,UK & Ireland,In-store,Apparel,Wool Socks 3-pack,11,14.99,0.0,164.89,6.0,66.0,98.89
2026-03-27,UK & Ireland,In-store,Electronics,Smart Speaker,4,49.99,0.25,149.97,34.99,139.96,10.01
2026-03-27,UK & Ireland,Online,Beauty & Wellness,Collagen Powder,5,34.99,0.0,174.95,14.0,70.0,104.95
2026-03-27,UK & Ireland,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2026-03-27,UK & Ireland,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.25,29.99,29.99,29.99,0.0
2026-03-27,UK & Ireland,Online,Media & Entertainment,Vinyl Record,1,27.99,0.2,22.39,16.79,16.79,5.6
2026-03-28,APAC,In-store,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2026-03-28,APAC,In-store,Apparel,Running Tee,9,24.99,0.0,224.91,11.25,101.25,123.66
2026-03-28,APAC,In-store,Apparel,Wool Socks 3-pack,8,14.99,0.0,119.92,6.0,48.0,71.92
2026-03-28,APAC,In-store,Home & Kitchen,Air Fryer,1,89.99,0.0,89.99,62.99,62.99,27.0
2026-03-28,APAC,Online,Apparel,Running Tee,10,24.99,0.2,199.92,11.25,112.5,87.42
2026-03-28,APAC,Online,Beauty & Wellness,Collagen Powder,6,34.99,0.2,167.95,14.0,84.0,83.95
2026-03-28,EMEA,In-store,Apparel,Wool Socks 3-pack,2,14.99,0.25,22.48,6.0,12.0,10.48
2026-03-28,EMEA,In-store,Electronics,Smart Speaker,3,49.99,0.2,119.98,34.99,104.97,15.01
2026-03-28,EMEA,In-store,Home & Kitchen,Air Fryer,3,89.99,0.25,202.48,62.99,188.97,13.51
2026-03-28,LATAM,In-store,Apparel,Running Tee,2,24.99,0.1,44.98,11.25,22.5,22.48
2026-03-28,LATAM,In-store,Beauty & Wellness,Collagen Powder,1,34.99,0.2,27.99,14.0,14.0,13.99
2026-03-28,LATAM,In-store,Media & Entertainment,Board Game,1,34.99,0.0,34.99,19.24,19.24,15.75
2026-03-28,LATAM,In-store,Media & Entertainment,Vinyl Record,1,27.99,0.2,22.39,16.79,16.79,5.6
2026-03-28,LATAM,Online,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2026-03-28,LATAM,Online,Apparel,Wool Socks 3-pack,5,14.99,0.0,74.95,6.0,30.0,44.95
2026-03-28,LATAM,Online,Home & Kitchen,Air Fryer,7,89.99,0.0,629.93,62.99,440.93,189.0
2026-03-28,LATAM,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2026-03-28,North America,In-store,Apparel,Denim Jacket,2,69.99,0.2,111.98,34.99,69.98,42.0
2026-03-28,North America,In-store,Beauty & Wellness,Collagen Powder,7,34.99,0.0,244.93,14.0,98.0,146.93
2026-03-28,North America,In-store,Beauty & Wellness,Vitamin C Serum,9,29.99,0.0,269.91,10.5,94.5,175.41
2026-03-28,North America,In-store,Electronics,Wireless Earbuds,9,79.99,0.0,719.91,51.99,467.91,252.0
2026-03-28,North America,Online,Media & Entertainment,Board Game,3,34.99,0.2,83.98,19.24,57.72,26.26
2026-03-28,UK & Ireland,In-store,Electronics,Smart Speaker,7,49.99,0.0,349.93,34.99,244.93,105.0
2026-03-28,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,5,39.99,0.0,199.95,23.99,119.95,80.0
2026-03-28,UK & Ireland,Online,Home & Kitchen,Coffee Grinder,2,39.99,0.2,63.98,23.99,47.98,16.0
2026-03-29,APAC,In-store,Apparel,Running Tee,5,24.99,0.0,124.95,11.25,56.25,68.7
2026-03-29,APAC,In-store,Electronics,Smart Speaker,3,49.99,0.0,149.97,34.99,104.97,45.0
2026-03-29,APAC,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2026-03-29,EMEA,In-store,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2026-03-29,EMEA,In-store,Apparel,Wool Socks 3-pack,2,14.99,0.0,29.98,6.0,12.0,17.98
2026-03-29,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,4,29.99,0.0,119.96,10.5,42.0,77.96
2026-03-29,EMEA,In-store,Electronics,USB-C Charger,15,19.99,0.0,299.85,10.99,164.85,135.0
2026-03-29,EMEA,Online,Apparel,Denim Jacket,3,69.99,0.1,188.97,34.99,104.97,84.0
2026-03-29,EMEA,Online,Apparel,Wool Socks 3-pack,11,14.99,0.0,164.89,6.0,66.0,98.89
2026-03-29,LATAM,In-store,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2026-03-29,LATAM,Online,Media & Entertainment,Board Game,3,34.99,0.2,83.98,19.24,57.72,26.26
2026-03-29,North America,In-store,Apparel,Denim Jacket,4,69.99,0.15,237.97,34.99,139.96,98.01
2026-03-29,North America,In-store,Beauty & Wellness,Collagen Powder,7,34.99,0.0,244.93,14.0,98.0,146.93
2026-03-29,North America,In-store,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2026-03-29,North America,In-store,Media & Entertainment,Board Game,2,34.99,0.25,52.48,19.24,38.48,14.0
2026-03-29,UK & Ireland,Online,Electronics,USB-C Charger,10,19.99,0.0,199.9,10.99,109.9,90.0
2026-03-30,APAC,In-store,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2026-03-30,APAC,In-store,Beauty & Wellness,Collagen Powder,8,34.99,0.0,279.92,14.0,112.0,167.92
2026-03-30,APAC,In-store,Media & Entertainment,Board Game,7,34.99,0.25,183.7,19.24,134.68,49.02
2026-03-30,APAC,In-store,Media & Entertainment,Vinyl Record,5,27.99,0.0,139.95,16.79,83.95,56.0
2026-03-30,APAC,Online,Apparel,Running Tee,6,24.99,0.0,149.94,11.25,67.5,82.44
2026-03-30,EMEA,Online,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2026-03-30,LATAM,In-store,Beauty & Wellness,Collagen Powder,4,34.99,0.0,139.96,14.0,56.0,83.96
2026-03-30,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,1,59.99,0.15,50.99,32.99,32.99,18.0
2026-03-30,LATAM,Online,Beauty & Wellness,Collagen Powder,7,34.99,0.0,244.93,14.0,98.0,146.93
2026-03-30,LATAM,Online,Electronics,Wireless Earbuds,1,79.99,0.0,79.99,51.99,51.99,28.0
2026-03-30,North America,In-store,Electronics,Smart Speaker,6,49.99,0.2,239.95,34.99,209.94,30.01
2026-03-30,North America,In-store,Media & Entertainment,Board Game,1,34.99,0.0,34.99,19.24,19.24,15.75
2026-03-30,UK & Ireland,In-store,Beauty & Wellness,Vitamin C Serum,2,29.99,0.15,50.98,10.5,21.0,29.98
2026-03-30,UK & Ireland,In-store,Home & Kitchen,Air Fryer,3,89.99,0.0,269.97,62.99,188.97,81.0
2026-03-30,UK & Ireland,In-store,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2026-03-31,APAC,Online,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2026-03-31,LATAM,In-store,Beauty & Wellness,Vitamin C Serum,1,29.99,0.0,29.99,10.5,10.5,19.49
2026-03-31,LATAM,Online,Apparel,Denim Jacket,2,69.99,0.1,125.98,34.99,69.98,56.0
2026-03-31,LATAM,Online,Electronics,Smart Speaker,2,49.99,0.0,99.98,34.99,69.98,30.0
2026-03-31,LATAM,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2026-03-31,UK & Ireland,In-store,Electronics,Wireless Earbuds,7,79.99,0.2,447.94,51.99,363.93,84.01
2026-03-31,UK & Ireland,Online,Electronics,USB-C Charger,8,19.99,0.0,159.92,10.99,87.92,72.0
2026-03-31,UK & Ireland,Online,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2026-03-31,UK & Ireland,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2026-04-01,APAC,In-store,Media & Entertainment,Vinyl Record,4,27.99,0.25,83.97,16.79,67.16,16.81
2026-04-01,EMEA,In-store,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2026-04-01,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,9,29.99,0.25,202.43,10.5,94.5,107.93
2026-04-01,EMEA,Online,Electronics,Wireless Earbuds,12,79.99,0.0,959.88,51.99,623.88,336.0
2026-04-01,EMEA,Online,Media & Entertainment,Vinyl Record,4,27.99,0.0,111.96,16.79,67.16,44.8
2026-04-01,LATAM,In-store,Electronics,Smart Speaker,5,49.99,0.25,187.46,34.99,174.95,12.51
2026-04-01,LATAM,In-store,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2026-04-01,LATAM,Online,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2026-04-01,LATAM,Online,Media & Entertainment,Board Game,1,34.99,0.15,29.74,19.24,19.24,10.5
2026-04-01,North America,In-store,Media & Entertainment,Board Game,3,34.99,0.0,104.97,19.24,57.72,47.25
2026-04-01,North America,Online,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2026-04-01,North America,Online,Beauty & Wellness,Collagen Powder,8,34.99,0.1,251.93,14.0,112.0,139.93
2026-04-01,UK & Ireland,In-store,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2026-04-01,UK & Ireland,Online,Apparel,Wool Socks 3-pack,4,14.99,0.25,44.97,6.0,24.0,20.97
2026-04-01,UK & Ireland,Online,Beauty & Wellness,Collagen Powder,5,34.99,0.0,174.95,14.0,70.0,104.95
2026-04-02,APAC,In-store,Apparel,Running Tee,8,24.99,0.0,199.92,11.25,90.0,109.92
2026-04-02,APAC,In-store,Electronics,Wireless Earbuds,6,79.99,0.0,479.94,51.99,311.94,168.0
2026-04-02,APAC,Online,Home & Kitchen,Cookware Set,1,129.99,0.15,110.49,84.49,84.49,26.0
2026-04-02,LATAM,Online,Electronics,USB-C Charger,5,19.99,0.1,89.95,10.99,54.95,35.0
2026-04-02,North America,In-store,Beauty & Wellness,Vitamin C Serum,8,29.99,0.0,239.92,10.5,84.0,155.92
2026-04-02,North America,In-store,Home & Kitchen,Coffee Grinder,1,39.99,0.1,35.99,23.99,23.99,12.0
2026-04-02,UK & Ireland,In-store,Beauty & Wellness,Vitamin C Serum,8,29.99,0.25,179.94,10.5,84.0,95.94
2026-04-02,UK & Ireland,In-store,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2026-04-02,UK & Ireland,Online,Home & Kitchen,Air Fryer,2,89.99,0.2,143.98,62.99,125.98,18.0
2026-04-02,UK & Ireland,Online,Media & Entertainment,Vinyl Record,1,27.99,0.0,27.99,16.79,16.79,11.2
2026-04-03,APAC,In-store,Home & Kitchen,Coffee Grinder,5,39.99,0.2,159.96,23.99,119.95,40.01
2026-04-03,APAC,Online,Beauty & Wellness,Electric Toothbrush,13,59.99,0.0,779.87,32.99,428.87,351.0
2026-04-03,APAC,Online,Beauty & Wellness,Vitamin C Serum,7,29.99,0.15,178.44,10.5,73.5,104.94
2026-04-03,APAC,Online,Electronics,USB-C Charger,12,19.99,0.0,239.88,10.99,131.88,108.0
2026-04-03,APAC,Online,Electronics,Wireless Earbuds,3,79.99,0.15,203.97,51.99,155.97,48.0
2026-04-03,EMEA,In-store,Beauty & Wellness,Collagen Powder,12,34.99,0.15,356.9,14.0,168.0,188.9
2026-04-03,EMEA,Online,Beauty & Wellness,Vitamin C Serum,5,29.99,0.2,119.96,10.5,52.5,67.46
2026-04-03,EMEA,Online,Home & Kitchen,Air Fryer,9,89.99,0.15,688.42,62.99,566.91,121.51
2026-04-03,LATAM,Online,Apparel,Running Tee,3,24.99,0.0,74.97,11.25,33.75,41.22
2026-04-03,LATAM,Online,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2026-04-03,LATAM,Online,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2026-04-03,North America,In-store,Apparel,Wool Socks 3-pack,7,14.99,0.0,104.93,6.0,42.0,62.93
2026-04-03,North America,In-store,Beauty & Wellness,Vitamin C Serum,14,29.99,0.0,419.86,10.5,147.0,272.86
2026-04-03,North America,Online,Apparel,Wool Socks 3-pack,12,14.99,0.0,179.88,6.0,72.0,107.88
2026-04-03,North America,Online,Beauty & Wellness,Vitamin C Serum,6,29.99,0.0,179.94,10.5,63.0,116.94
2026-04-03,North America,Online,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2026-04-03,North America,Online,Media & Entertainment,Blu-ray Box Set,7,39.99,0.0,279.93,29.99,209.93,70.0
2026-04-03,UK & Ireland,In-store,Beauty & Wellness,Vitamin C Serum,9,29.99,0.0,269.91,10.5,94.5,175.41
2026-04-03,UK & Ireland,Online,Beauty & Wellness,Collagen Powder,11,34.99,0.0,384.89,14.0,154.0,230.89
2026-04-03,UK & Ireland,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2026-04-04,APAC,In-store,Apparel,Running Tee,6,24.99,0.15,127.45,11.25,67.5,59.95
2026-04-04,APAC,In-store,Home & Kitchen,Air Fryer,10,89.99,0.2,719.92,62.99,629.9,90.02
2026-04-04,APAC,In-store,Media & Entertainment,Board Game,4,34.99,0.15,118.97,19.24,76.96,42.01
2026-04-04,APAC,Online,Electronics,USB-C Charger,12,19.99,0.15,203.9,10.99,131.88,72.02
2026-04-04,APAC,Online,Media & Entertainment,Board Game,1,34.99,0.0,34.99,19.24,19.24,15.75
2026-04-04,EMEA,Online,Electronics,USB-C Charger,13,19.99,0.1,233.88,10.99,142.87,91.01
2026-04-04,EMEA,Online,Home & Kitchen,Coffee Grinder,10,39.99,0.0,399.9,23.99,239.9,160.0
2026-04-04,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,9,59.99,0.25,404.93,32.99,296.91,108.02
2026-04-04,LATAM,In-store,Media & Entertainment,Blu-ray Box Set,1,39.99,0.2,31.99,29.99,29.99,2.0
2026-04-04,North America,In-store,Media & Entertainment,Vinyl Record,5,27.99,0.0,139.95,16.79,83.95,56.0
2026-04-04,North America,Online,Apparel,Running Tee,6,24.99,0.25,112.45,11.25,67.5,44.95
2026-04-04,North America,Online,Beauty & Wellness,Electric Toothbrush,14,59.99,0.0,839.86,32.99,461.86,378.0
2026-04-04,UK & Ireland,In-store,Electronics,USB-C Charger,16,19.99,0.0,319.84,10.99,175.84,144.0
2026-04-04,UK & Ireland,Online,Apparel,Wool Socks 3-pack,9,14.99,0.15,114.67,6.0,54.0,60.67
2026-04-04,UK & Ireland,Online,Beauty & Wellness,Collagen Powder,12,34.99,0.1,377.89,14.0,168.0,209.89
2026-04-04,UK & Ireland,Online,Home & Kitchen,Cookware Set,5,129.99,0.0,649.95,84.49,422.45,227.5
2026-04-05,EMEA,Online,Apparel,Running Tee,4,24.99,0.0,99.96,11.25,45.0,54.96
2026-04-05,LATAM,In-store,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2026-04-05,LATAM,In-store,Beauty & Wellness,Collagen Powder,3,34.99,0.0,104.97,14.0,42.0,62.97
2026-04-05,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,3,59.99,0.2,143.98,32.99,98.97,45.01
2026-04-05,LATAM,In-store,Beauty & Wellness,Vitamin C Serum,6,29.99,0.0,179.94,10.5,63.0,116.94
2026-04-05,LATAM,In-store,Electronics,Smart Speaker,2,49.99,0.2,79.98,34.99,69.98,10.0
2026-04-05,LATAM,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2026-04-05,LATAM,Online,Apparel,Running Tee,7,24.99,0.25,131.2,11.25,78.75,52.45
2026-04-05,North America,In-store,Beauty & Wellness,Electric Toothbrush,10,59.99,0.0,599.9,32.99,329.9,270.0
2026-04-05,North America,Online,Electronics,Smart Speaker,3,49.99,0.0,149.97,34.99,104.97,45.0
2026-04-05,North America,Online,Electronics,Wireless Earbuds,10,79.99,0.2,639.92,51.99,519.9,120.02
2026-04-05,North America,Online,Media & Entertainment,Board Game,5,34.99,0.2,139.96,19.24,96.2,43.76
2026-04-05,UK & Ireland,In-store,Electronics,Smart Speaker,6,49.99,0.1,269.95,34.99,209.94,60.01
2026-04-05,UK & Ireland,In-store,Media & Entertainment,Blu-ray Box Set,4,39.99,0.0,159.96,29.99,119.96,40.0
2026-04-05,UK & Ireland,Online,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2026-04-05,UK & Ireland,Online,Home & Kitchen,Air Fryer,2,89.99,0.15,152.98,62.99,125.98,27.0
2026-04-06,LATAM,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.2,31.99,23.99,23.99,8.0
2026-04-06,LATAM,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.2,31.99,29.99,29.99,2.0
2026-04-06,North America,Online,Apparel,Denim Jacket,4,69.99,0.1,251.96,34.99,139.96,112.0
2026-04-06,UK & Ireland,Online,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2026-04-06,UK & Ireland,Online,Home & Kitchen,Cookware Set,2,129.99,0.25,194.99,84.49,168.98,26.01
2026-04-07,APAC,In-store,Beauty & Wellness,Collagen Powder,10,34.99,0.0,349.9,14.0,140.0,209.9
2026-04-07,APAC,In-store,Electronics,Smart Speaker,2,49.99,0.0,99.98,34.99,69.98,30.0
2026-04-07,APAC,Online,Electronics,Wireless Earbuds,6,79.99,0.0,479.94,51.99,311.94,168.0
2026-04-07,APAC,Online,Home & Kitchen,Air Fryer,4,89.99,0.0,359.96,62.99,251.96,108.0
2026-04-07,APAC,Online,Media & Entertainment,Board Game,4,34.99,0.25,104.97,19.24,76.96,28.01
2026-04-07,LATAM,Online,Media & Entertainment,Board Game,2,34.99,0.2,55.98,19.24,38.48,17.5
2026-04-07,North America,In-store,Home & Kitchen,Cookware Set,5,129.99,0.0,649.95,84.49,422.45,227.5
2026-04-07,North America,Online,Media & Entertainment,Vinyl Record,3,27.99,0.0,83.97,16.79,50.37,33.6
2026-04-07,UK & Ireland,Online,Electronics,Wireless Earbuds,10,79.99,0.0,799.9,51.99,519.9,280.0
2026-04-08,APAC,In-store,Home & Kitchen,Coffee Grinder,6,39.99,0.0,239.94,23.99,143.94,96.0
2026-04-08,APAC,In-store,Media & Entertainment,Vinyl Record,2,27.99,0.1,50.38,16.79,33.58,16.8
2026-04-08,APAC,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2026-04-08,EMEA,In-store,Apparel,Running Tee,5,24.99,0.25,93.71,11.25,56.25,37.46
2026-04-08,EMEA,In-store,Electronics,USB-C Charger,5,19.99,0.25,74.96,10.99,54.95,20.01
2026-04-08,LATAM,In-store,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2026-04-08,LATAM,In-store,Electronics,Smart Speaker,3,49.99,0.1,134.97,34.99,104.97,30.0
2026-04-08,LATAM,In-store,Electronics,Wireless Earbuds,2,79.99,0.25,119.98,51.99,103.98,16.0
2026-04-08,LATAM,Online,Apparel,Running Tee,7,24.99,0.0,174.93,11.25,78.75,96.18
2026-04-08,LATAM,Online,Beauty & Wellness,Collagen Powder,2,34.99,0.1,62.98,14.0,28.0,34.98
2026-04-08,North America,In-store,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2026-04-08,North America,Online,Electronics,Smart Speaker,9,49.99,0.0,449.91,34.99,314.91,135.0
2026-04-08,UK & Ireland,Online,Apparel,Denim Jacket,3,69.99,0.1,188.97,34.99,104.97,84.0
2026-04-08,UK & Ireland,Online,Electronics,USB-C Charger,7,19.99,0.0,139.93,10.99,76.93,63.0
2026-04-09,APAC,In-store,Beauty & Wellness,Vitamin C Serum,11,29.99,0.1,296.9,10.5,115.5,181.4
2026-04-09,APAC,Online,Home & Kitchen,Cookware Set,6,129.99,0.15,662.95,84.49,506.94,156.01
2026-04-09,EMEA,In-store,Electronics,Smart Speaker,6,49.99,0.25,224.95,34.99,209.94,15.01
2026-04-09,LATAM,In-store,Apparel,Running Tee,4,24.99,0.1,89.96,11.25,45.0,44.96
2026-04-09,LATAM,In-store,Media & Entertainment,Board Game,1,34.99,0.0,34.99,19.24,19.24,15.75
2026-04-09,LATAM,Online,Apparel,Running Tee,2,24.99,0.0,49.98,11.25,22.5,27.48
